0,1,2,3,4,5,6,cell_ids,cell_cycles
41.41828264456679,7.451732340311834,0.05381489387273166,4.0817909,3.6697814,-1.0,-1.0,PJ121,
37.097014217053676,9.672761549093215,0.1173687260007678,4.0268536,3.6190186,0.6561271528627121,0.5021554543188711,PJ121,1.0
39.93527036006588,8.788673813712991,0.10519779212738599,4.0819483,3.6211846,0.33575330464986974,0.3603142192734832,PJ121,2.0
35.64990041039534,9.75325528596078,0.11846324446239531,4.0149207,3.6225629,0.7658331750049533,0.5960580914100909,PJ121,3.0
35.32229398183184,9.715626262000907,0.11530306667204498,4.0151176,3.6235869,0.761457156014885,0.6031897471130104,PJ121,4.0
36.87323588931131,9.132277199568078,0.1015202388972427,4.0505219,3.6227992,0.46767753384298744,0.42387776005558764,PJ121,5.0
33.49100185027891,9.858495064473692,0.11217383062026365,3.9958603,3.6203575,0.902442360731342,0.7052252068460313,PJ121,6.0
32.98230691471643,9.428011378158962,0.10098067941743616,4.0003104,3.623311,0.9127878162401049,0.7407401200049827,PJ121,7.0
33.3104357218092,9.689056770131138,0.10182778895632842,4.0004287,3.6179945,0.8623226712432731,0.7022429597087245,PJ121,8.0
35.07529690282944,9.214256389747606,0.1010601329357171,4.0312643,3.6137021,0.6795476565402966,0.5792812431601974,PJ121,9.0
35.63833341297572,8.9653993040034,0.09650797083172871,4.0541844,3.6074798,0.5794473343018488,0.514628920549599,PJ121,10.0
32.95295598737232,9.743367716403139,0.11075174372160683,4.0067687,3.6023996,0.9412231819973259,0.7275333241676607,PJ121,11.0
35.41361718728282,9.062027388707246,0.09476163404691265,4.0624542,3.5957441,0.5824355499237441,0.504765819431342,PJ121,12.0
30.123989188762156,10.541875889681428,0.12162989897885376,3.9687264,3.5863318,1.2058754506414486,0.8793324635425904,PJ121,13.0
33.401436294628034,9.43156778843347,0.1058229974544198,4.0283895,3.5888524,0.8801301285448434,0.6914999309854667,PJ121,14.0
